ΕΠΑΡΧΙΑ,ΘΕΜΑ,ΕΠΙΠΕΔΟ,ΚΕΝΤΡΟΕΠΙΜΟΡΦΩΣΗΣ,ΩΡΑΔΙΕΞΑΓΩΓΗΣ,ΗΜΕΡΑΔΙΕΞΑΓΩΓΗΣ
ΛΕΥΚΩΣΙΑ,ΓΝΩΡΙΣΤΕ ΤΗΝ ΚΥΠΡΟ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΣΤΑΥΡΟΥ (ΚΒ),17.30-19.00,ΠΕΜΠΤΗ
ΛΕΥΚΩΣΙΑ,ΓΝΩΡΙΣΤΕ ΤΗΝ ΚΥΠΡΟ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΑΜΑΣΟΥ (ΠΕΡΙΦΕΡΕΙΑΚΟ),17.45-19.15,ΤΕΤΑΡΤΗ
ΛΕΥΚΩΣΙΑ,ΓΝΩΡΙΣΤΕ ΤΗΝ ΚΥΠΡΟ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ Β',17.00-18.30,ΤΕΤΑΡΤΗ
ΛΕΥΚΩΣΙΑ,ΓΡΑΦΙΚΕΣ ΤΕΧΝΕΣ,Α,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΑΚΑΤΑΜΕΙΑΣ ΣΤ' - ΑΓΙΟΥ ΣΤΥΛΙΑΝΟΥ,18.00-19.30,ΠΕΜΠΤΗ
ΛΕΥΚΩΣΙΑ,ΓΡΑΦΙΚΕΣ ΤΕΧΝΕΣ,Α,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΚΡΟΠΟΛΗΣ (ΚΒ),19.30-21.00,ΤΡΙΤΗ
ΛΕΥΚΩΣΙΑ,ΓΡΑΦΙΚΕΣ ΤΕΧΝΕΣ,Β,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΡΝΕΡΑ,18.00-19.30,ΤΡΙΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΡΙΣΤΕΡΩΝΑΣ,16.45-18.15,ΤΡΙΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΡΙΣΤΕΡΩΝΑΣ,19.00-20.30,ΤΕΤΑΡΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΑΛΑΙΟΜΕΤΟΧΟΥ Β',16.45-17.30,ΔΕΥ/ΤΕΤ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΑΜΜΑΡΩΝ,17.30-18.15,ΤΡΙ/ΠΕΜ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΕΝΙΚΟΥ,17.00-18.30,ΠΑΡΑΣΚΕΥΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΡΑ ΧΩΡΙΟ ΝΗΣΟΥ Β',18.00-19.30,ΠΑΡΑΣΚΕΥΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΡΑ ΧΩΡΙΟ ΝΗΣΟΥ Β',16.00-17.30,ΤΕΤΑΡΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΡΑ ΧΩΡΙΟ ΝΗΣΟΥ Β',18.00-19.30,ΤΡΙΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΑΛΟΥΡΙΩΤΙΣΣΑΣ Γ',18.30-20.00,ΤΡΙΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΑΛΟΥΡΙΩΤΙΣΣΑΣ Γ',17.30-19.00,ΠΕΜΠΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΑΛΟΥΡΙΩΤΙΣΣΑΣ Γ',17.00-18.30,ΤΡΙΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΙΤΣΕΡΟΥ,19.45-21.15,ΤΕΤΑΡΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΑΛΑΙΧΩΡΙΟΥ (ΠΕΡΙΦΕΡΕΙΑΚΟ ΕΝΙΑΙΟ ΟΛΟΗΜΕΡΟ),17.45-19.15,ΔΕΥΤΕΡΑ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΑΚΕΔΟΝΙΤΙΣΣΑΣ Α',18.00-19.30,ΠΕΜΠΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΑΚΕΔΟΝΙΤΙΣΣΑΣ Α',19.00-20.30,ΤΡΙΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΑΤΣΙΩΝ Α',17.00-18.30,ΔΕΥΤΕΡΑ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΥΘΡΟΔΟΝΤΑ - «ΜΕΛΕΤΕΙΟΝ»,18.00-19.30,ΔΕΥΤΕΡΑ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΕΥΡΥΧΟΥ,16.00-17.30,ΤΕΤΑΡΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΔΕΝΕΙΑΣ,17.30-19.00,ΤΡΙΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΟΚΚΙΝΟΤΡΙΜΙΘΙΑΣ Β',18.30-19.15,ΤΡΙΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΟΚΚΙΝΟΤΡΙΜΙΘΙΑΣ Β',16.45-17.30,ΠΕΜΠΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΟΡΑΚΟΥ,17.30-19.00,ΤΕΤΑΡΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΑΚΑΤΑΜΕΙΑΣ Ζ' - ΑΓΙΟΥ ΠΑΝΤΕΛΕΗΜΟΝΑ,19.30-21.00,ΠΕΜΠΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΠΟΣΤΟΛΟΥ ΛΟΥΚΑ,17.45-18.30,ΔΕΥ/ΤΕΤ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΠΟΣΤΟΛΟΥ ΛΟΥΚΑ,17.00-17.45,ΔΕΥ/ΤΕΤ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΠΟΣΤΟΛΟΥ ΛΟΥΚΑ,18.30-19.15,ΔΕΥ/ΤΕΤ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΣΤΡΟΜΕΡΙΤΗ,16.00-17.30,ΠΕΜΠΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΡΕΔΙΟΥ,17.30-19.00,ΤΡΙΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΩΝ ΤΡΙΜΙΘΙΑΣ,20.30-21.15,ΔΕΥ/ΤΕΤ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΛΑΝΤΖΙΑΣ ΣΤ',18.00-19.30,ΔΕΥΤΕΡΑ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΛΑΝΤΖΙΑΣ ΣΤ',19.30-21.00,ΔΕΥΤΕΡΑ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΚΑΚΙΟΥ,20.15-21.45,ΤΕΤΑΡΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,18.00-19.30,ΤΕΤΑΡΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΕΠΙΦΑΝΙΟΥ,19.45-21.15,ΤΕΤΑΡΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΑ (ΚΒ),17.15-18.00,ΔΕΥ/ΤΕΤ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,18.15-19.45,ΔΕΥΤΕΡΑ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,17.15-18.00,ΤΡΙ/ΠΕΜ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,18.00-18.45,ΤΡΙ/ΠΕΜ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ Β',18.30-20.00,ΔΕΥΤΕΡΑ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΑΜΑΣΟΥ (ΠΕΡΙΦΕΡΕΙΑΚΟ),18.00-19.30,ΤΕΤΑΡΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΣΤΑΥΡΟΥ (ΚΒ),19.00-20.30,ΔΕΥΤΕΡΑ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΣΤΑΥΡΟΥ (ΚΒ),19.00-20.30,ΤΕΤΑΡΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΚΟΙΝΟΤΙΚΟΣ ΧΩΡΟΣ ΚΑΤΩ ΜΟΝΗΣ,16.30-18.00,ΠΑΡΑΣΚΕΥΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΓΥΜΝΑΣΙΟ ΣΟΛΕΑΣ,15.45-17.15,ΤΕΤΑΡΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΙΜΑΚΛΙ Α΄,16.15-17.00,ΔΕΥ/ΤΕΤ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΓΕΝΙΚΗΣ ΕΚΓΥΜΝΑΣΗΣ,Α+Β+Γ,ΚΟΙΝΟΤΙΚΟΣ ΧΩΡΟΣ ΚΑΝΝΑΒΙΩΝ,16.00-17.30,ΠΕΜΠΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΠΙΛΑΤΕΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΙΜΑΚΛΙ Α΄,15.30-17.00,ΤΡΙΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΠΙΛΑΤΕΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΣΕΡΙΟΥ Α',19.00-20.30,ΠΕΜΠΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΠΙΛΑΤΕΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,15.45-17.15,ΠΕΜΠΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΠΙΛΑΤΕΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,18.45-20.15,ΤΡΙΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΠΙΛΑΤΕΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΑΝΔΡΕΑ (ΚΒ),18.00-19.30,ΤΕΤΑΡΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΠΙΛΑΤΕΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΑΣ ΜΑΡΙΝΑΣ (ΚΒ),17.00-18.30,ΠΕΜΠΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΠΙΛΑΤΕΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΚΑΚΙΟΥ,19.30-21.00,ΤΡΙΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΠΙΛΑΤΕΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΩΝ ΤΡΙΜΙΘΙΑΣ,17.45-18.30,ΤΡΙ/ΠΕΜ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΠΙΛΑΤΕΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΩΝ ΤΡΙΜΙΘΙΑΣ,19.30-20.15,ΤΡΙ/ΠΕΜ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΠΙΛΑΤΕΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΛΑΝΤΖΙΑΣ Δ' (ΚΒ),16.00-17.30,ΤΕΤΑΡΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΠΙΛΑΤΕΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΔΕΝΕΙΑΣ,17.30-19.00,ΠΕΜΠΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΠΙΛΑΤΕΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΕΠΙΦΑΝΙΟΥ,17.00-18.30,ΠΑΡΑΣΚΕΥΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΠΙΛΑΤΕΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΑΚΑΤΑΜΕΙΑΣ Γ' - ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ,19.00-20.30,ΠΑΡΑΣΚΕΥΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΠΙΛΑΤΕΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΑΚΑΤΑΜΕΙΑΣ Α΄ (ΚΒ) - ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ ΚΑΙ ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ,19.45-21.15,ΔΕΥΤΕΡΑ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΠΙΛΑΤΕΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΜΠΙΩΝ - ΕΘΝΟΜΑΡΤΥΡΑ ΚΥΠΡΙΑΝΟΥ,17.00-18.30,ΠΑΡΑΣΚΕΥΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΠΙΛΑΤΕΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΟΚΚΙΝΟΤΡΙΜΙΘΙΑΣ Β',16.45-18.15,ΤΕΤΑΡΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΠΙΛΑΤΕΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΛΟΥ ΧΩΡΙΟΥ ΟΡΕΙΝΗΣ,16.00-17.30,ΤΡΙΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΠΙΛΑΤΕΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΔΕΥΤΕΡΑΣ ΠΑΝΩ,19.45-21.15,ΔΕΥΤΕΡΑ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΠΙΛΑΤΕΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΔΕΥΤΕΡΑΣ ΠΑΝΩ,16.00-17.30,ΤΡΙΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΠΙΛΑΤΕΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΑΚΑΤΑΜΕΙΑΣ ΣΤ' - ΑΓΙΟΥ ΣΤΥΛΙΑΝΟΥ,18.00-19.30,ΔΕΥΤΕΡΑ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΠΙΛΑΤΕΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΑΚΑΤΑΜΕΙΑΣ ΣΤ' - ΑΓΙΟΥ ΣΤΥΛΙΑΝΟΥ,16.30-18.00,ΔΕΥΤΕΡΑ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΠΙΛΑΤΕΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΑΜΜΑΡΩΝ,18.30-20.00,ΤΡΙ/ΠΕΜ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΠΙΛΑΤΕΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΑΜΜΑΡΩΝ,17.00-18.30,ΤΡΙ/ΠΕΜ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΠΙΛΑΤΕΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΑΚΕΔΟΝΙΤΙΣΣΑΣ Α',17.30-19.00,ΤΡΙΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΠΙΛΑΤΕΣ,Α+Β+Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΑΚΕΔΟΝΙΤΙΣΣΑΣ Α',19.00-20.30,ΤΡΙΤΗ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΤΡΙΤΗΣ ΗΛΙΚΙΑΣ,Α+Β+Γ,KΟΙΝΟΤΙΚΟΣ ΧΩΡΟΣ ΨΗΜΟΛΟΦΟΥ,09.30-10.15,ΔΕΥ/ΤΕΤ
ΛΕΥΚΩΣΙΑ,ΓΥΜΝΑΣΤΙΚΗ – ΤΡΙΤΗΣ ΗΛΙΚΙΑΣ,Α+Β+Γ,KΟΙΝΟΤΙΚΟΣ ΧΩΡΟΣ ΨΗΜΟΛΟΦΟΥ,10.00-10.45,ΤΡΙ/ΠΕΜ
ΛΕΥΚΩΣΙΑ,ΔΑΚΤΥΛΟΓΡΑΦΙΑ,Α,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΚΡΟΠΟΛΗΣ (ΚΒ),16.00-17.30,ΠΕΜΠΤΗ
